1,89.14584174706835,110
2,78.15048539824915,133
3,82.76467495320881,106
4,66.71310644670135,251
5,86.8138958421835,256
6,89.56566935045856,374
7,79.0700111952475,18
8,82.95492050895909,4
9,86.11377700808349,35
10,80.3488170770961,61
11,79.44882908981694,458
12,68.6166260460114,54
13,86.4511572453226,444
14,90.5539881135099,549
15,86.35214861606215,1258
16,84.46092587669801,1396
17,69.6740069102885,69
18,80.18397043012695,1268
19,85.612147478968,675
20,89.95851759528455,2034
21,83.9174543429088,768
22,89.91828227355211,236
23,91.1343901369483,53
24,86.75236558420494,91
25,80.2130849904147,28
26,71.6273064029591,10
27,50.0,2
28,75.5315623185135,25
29,72.9190619224525,20
30,79.5876067148762,15
31,74.9683143219265,10
32,82.56731212312211,13
33,80.0,6
34,82.83546447047699,27
35,48.52081167114945,122
36,87.82296318030029,106
37,86.7832069782535,875
38,88.35000082460205,714
39,75.0979893598236,899
40,76.9888490247146,794
41,89.148939101558,626
42,71.5138192406214,89
43,88.27267528676475,796
44,73.76398272605935,103
45,71.08696186437331,27
46,78.2270936567013,51
47,60.0,2
48,60.0,1
49,76.1409833226134,48
50,89.769195620869,10
51,58.44354178550245,15
52,79.19741935299655,29
53,82.78387749348809,43
54,50.71109974839121,6
55,50.3008130235768,5
56,85.08197688602755,625
57,75.02526103971971,40
58,83.581488160872,41
59,89.71405700531035,1174
60,83.2570615492167,374
61,90.0745667547598,395
62,85.6462711714898,223
63,83.13738931245025,107
64,78.4791728193275,58
65,82.8570424022238,102
66,87.3459868637084,47
67,87.1325231795945,28
68,90.4671209196905,41
69,57.0446403659479,10
70,81.0,4
71,83.47719785330955,2334
72,92.0839709726062,2598
73,87.48648071824081,1765
74,93.52214927237155,1874
75,88.50236251780835,1452
76,88.64524196091605,1207
77,83.5149559293875,161
78,75.3230679187806,497
79,66.33213784628435,30
80,85.24854307352776,554
81,80.16897938299189,34
82,84.2703526485343,62
83,83.68023797724425,50
84,76.66355739932524,36
85,78.9754930678689,39
86,89.8954977652499,69
87,77.3394376025055,59
88,50.0,1
89,71.1335467304524,13
90,73.97267860673306,53
91,68.321836902952,122
92,78.8450170470311,175
93,72.9817582200707,63
94,83.07951828923461,138
95,77.1720548589701,189
96,80.2707840958249,558
