111,"[9, 31, 32]",[1]
112,"[25, 31]",[1]
113,[31],"[1, 2]"
114,[12],[5]
115,[36],"[1, 2, 3]"
116,"[12, 31]",[1]
117,"[8, 9, 31]",[1]
118,"[12, 15, 31]",[1]
119,[4],"[1, 2]"
120,"[12, 25, 31]","[1, 2, 3]"
121,"[31, 33]","[1, 2, 3, 4, 5]"
122,[5],"[1, 2, 3]"
123,"[12, 31]","[2, 5]"
124,[5],"[1, 2, 3]"
125,"[12, 15]","[1, 2, 3]"
126,"[12, 25]","[1, 2, 3]"
127,"[8, 31]",[1]
128,"[8, 31]",[1]
129,"[11, 15]","[1, 2]"
130,"[11, 15]","[1, 2]"
131,"[11, 15]","[1, 2]"
132,"[11, 15]","[1, 2]"
133,"[11, 15]","[1, 2]"
134,[25],[1]
135,"[25, 31]",[1]
136,"[5, 25, 31]",[1]
137,"[12, 25, 31]","[1, 2]"
138,"[8, 9, 31]","[1, 2, 3, 4]"
139,"[11, 13, 15]","[1, 2]"
140,"[11, 13, 15]","[1, 2]"
141,[5],"[1, 2, 3, 4]"
142,"[5, 31]","[1, 2, 3, 4]"
143,"[5, 10]","[1, 2, 4]"
144,"[11, 15]","[1, 2]"
145,"[12, 13, 31]",[5]
146,[12],[5]
147,"[12, 13]",[5]
148,"[5, 24, 31]","[1, 2]"
149,"[5, 13]","[1, 2]"
150,[5],"[1, 2]"
151,"[11, 15]","[1, 2]"
152,"[5, 31]","[1, 2]"
153,"[5, 31]","[1, 2]"
154,[10],"[1, 2, 4]"
155,"[9, 31]",[1]
156,[5],[1]
157,[5],[1]
158,[31],[1]
159,"[11, 15]","[1, 2]"
160,[5],"[1, 2]"
161,[5],[1]
162,"[5, 33]",[1]
163,"[5, 13]",[1]
164,"[5, 31]",[1]
166,"[5, 13]",[1]
167,[13],[1]
168,"[5, 13]",[1]
169,"[5, 13]","[1, 2]"
170,[13],[1]
171,[13],[1]
172,[13],"[1, 2, 3]"
173,[13],[1]
174,"[11, 15]","[1, 2]"
175,"[13, 15]",[1]
176,"[10, 14]","[1, 2, 4]"
177,"[10, 14]",[1]
178,[13],[1]
179,[13],[1]
180,"[2, 9, 31]",[1]
181,"[2, 9, 31]",[1]
182,[13],[1]
183,[31],[1]
184,"[2, 9, 31]",[1]
185,[8],[1]
186,"[2, 31]",[1]
187,[31],[1]
188,"[4, 31]",[1]
189,"[8, 31]","[1, 2, 3]"
190,"[8, 31]","[1, 2]"
191,"[2, 9, 13, 15, 31]",[1]
192,"[2, 31]",[1]
193,"[2, 31]",[1]
194,"[9, 31]",[1]
195,"[8, 31, 32]",[1]
196,[5],"[1, 2]"
197,[13],[1]
198,[13],[1]
199,[13],[1]
200,[9],"[1, 2]"
201,"[5, 13]",[1]
202,"[2, 31]",[1]
203,[13],"[1, 2]"
204,"[13, 15]",[1]
205,"[13, 15]",[1]
206,"[12, 13, 31]",[5]
207,"[2, 31]",[1]
208,[13],[1]
209,"[10, 13, 15, 31]","[1, 2, 3, 4]"
210,"[5, 31]","[1, 2]"
211,[5],"[1, 2, 4]"
212,"[7, 11, 15, 31]","[1, 2]"
213,"[5, 12]",[1]
214,"[12, 31]","[1, 2]"
215,[12],[5]
216,"[12, 31]","[1, 2]"
217,"[8, 12]",[1]
218,"[5, 8, 31]",[1]
219,"[5, 8]",[1]
220,"[5, 13]","[1, 2]"
221,"[2, 31]",[1]
222,"[2, 31]",[1]
223,"[12, 13, 15, 31]",[1]
224,"[12, 13, 15, 31]",[1]
225,"[12, 13, 15, 31]",[1]
226,"[12, 13, 15, 31]",[1]
227,[12],[5]
228,[12],[5]
229,[12],[5]
230,"[11, 15]","[1, 2]"
231,"[5, 9, 31]","[1, 2]"
232,"[5, 8, 9]","[1, 2]"
233,[5],[1]
234,"[12, 15, 31]","[2, 3, 5]"
235,"[11, 13, 15]",[1]
236,"[2, 9, 15, 31, 32]",[1]
237,"[13, 15]",[1]
238,"[2, 9, 31, 32]",[1]
239,"[11, 15]","[1, 2, 3]"
240,[5],"[1, 2]"
241,[5],[2]
242,"[11, 15]","[1, 2]"
243,[26],[1]
244,"[5, 15, 24]",[1]
245,"[11, 15]","[1, 2]"
246,"[12, 25]","[1, 2, 3]"
247,"[5, 9]",[1]
248,"[11, 13, 15]","[1, 2]"
249,"[9, 12, 15, 31]",[1]
250,"[5, 31]",[1]
251,"[9, 31]",[1]
252,"[5, 13, 14]",[1]
253,"[12, 31]",[1]
254,"[13, 15]",[1]
255,"[12, 15, 16]","[1, 2, 3]"
256,"[5, 14]",[1]
257,"[11, 15]","[1, 2]"
258,"[5, 13, 14]",[1]
259,"[5, 13, 14]",[1]
260,"[12, 13, 15, 31]",[1]
261,"[5, 14]",[1]
262,"[5, 13, 14]",[1]
263,"[5, 14]",[1]
264,"[5, 13, 14]","[1, 2]"
265,"[5, 13, 14]",[1]
266,"[5, 13, 14]",[1]
267,"[5, 13, 14]",[1]
268,"[5, 13, 14]",[1]
269,"[5, 13, 14]",[1]
270,"[12, 31]",[5]
271,[5],"[1, 2]"
272,[5],"[1, 2, 3, 4]"
273,"[5, 8]","[1, 2]"
274,"[13, 15]",[1]
275,[5],"[1, 2]"
276,"[11, 13, 15]","[1, 2, 3]"
277,[5],"[1, 2]"
278,"[2, 9, 12, 31]",[1]
279,"[2, 9, 31]",[1]
280,[5],"[1, 2]"
281,[5],"[1, 2]"
282,"[12, 31]","[2, 5]"
283,"[11, 13, 15]",[1]
284,[5],[1]
285,"[13, 15]",[1]
286,[5],"[1, 2, 3]"
287,"[11, 12, 13, 15]","[1, 2]"
288,"[5, 13, 15, 24]","[1, 2, 3]"
289,"[11, 13, 15, 31]","[1, 2]"
290,"[11, 24]",[1]
291,"[11, 13, 15]","[1, 2]"
292,"[13, 15]","[1, 2]"
293,"[13, 15, 16]","[1, 2]"
294,"[5, 15, 24, 31]","[1, 2]"
295,"[11, 15]","[1, 2]"
296,"[5, 31]","[1, 2]"
297,[5],"[1, 2]"
298,"[11, 15]",[1]
299,"[11, 13, 15]","[1, 2]"
300,"[11, 13, 15]",[1]
301,[13],"[1, 2]"
302,"[11, 15]","[1, 2]"
303,"[11, 13, 15]","[1, 2]"
304,"[12, 31]","[1, 2]"
305,"[11, 13, 15]","[1, 2]"
306,[5],"[1, 2]"
307,[5],[2]
308,"[11, 13, 15]","[1, 2]"
309,"[13, 15, 24]",[1]
310,"[13, 15, 16]",[1]
311,"[11, 13, 15, 24]",[1]
312,[5],"[1, 2, 3]"
313,"[5, 13, 15, 24]",[1]
314,"[5, 24]","[1, 4]"
316,"[5, 15, 24]","[1, 2, 3]"
317,"[5, 13, 15, 24]","[1, 2, 3]"
318,[12],[5]
319,"[5, 15, 24]",[1]
320,"[5, 12]","[1, 2]"
321,"[11, 15]","[1, 2]"
322,"[2, 31]",[1]
323,"[2, 9, 31]",[1]
324,"[11, 15]","[1, 2]"
325,"[5, 12]","[1, 2]"
326,[5],"[1, 2]"
327,"[11, 15]","[1, 2]"
328,[12],"[1, 2]"
329,[12],"[1, 2]"
330,"[13, 15]",[1]
331,"[13, 15]",[1]
332,"[15, 35]","[1, 2]"
333,[5],"[1, 2, 3]"
334,[13],[1]
335,[5],"[1, 2]"
336,"[5, 31]","[1, 2]"
337,"[8, 9, 31]",[1]
338,[5],[1]
339,"[5, 9]","[1, 2]"
340,"[11, 15]","[1, 2]"
341,"[8, 9, 12, 31]",[1]
342,[5],"[1, 2]"
343,[5],"[1, 2, 3]"
344,"[5, 31]","[1, 2]"
345,"[5, 13]","[1, 2]"
346,"[5, 13]","[1, 2]"
347,[5],"[1, 2]"
348,[5],"[1, 2]"
349,[5],"[1, 2]"
350,[5],[2]
351,[5],[2]
352,"[5, 13, 15, 31]","[1, 2]"
353,[5],[2]
354,[5],[2]
355,[5],"[1, 2]"
356,[5],"[1, 2]"
357,"[5, 13]","[1, 2]"
358,"[8, 31]","[1, 2]"
359,"[12, 31]","[1, 3]"
360,"[4, 8]",[1]
361,"[5, 31]","[1, 2]"
362,"[12, 15, 16]","[1, 2]"
363,"[12, 15, 16]","[1, 2]"
364,"[12, 15, 16]","[1, 2]"
365,"[12, 15, 16, 24]","[1, 2]"
366,"[12, 15, 16, 24]","[1, 2]"
367,"[12, 15, 16]","[1, 5]"
368,"[12, 15, 16, 24]","[1, 2]"
369,"[12, 15, 16, 24]","[1, 2]"
370,"[12, 15, 16]","[1, 2]"
371,"[12, 15, 16]","[1, 2]"
372,"[12, 15, 16]","[1, 2]"
373,"[12, 15, 16]","[1, 2]"
374,"[5, 31]",[1]
375,"[15, 31]",[1]
376,[31],[1]
377,[31],[1]
378,"[5, 15, 25, 31]",[1]
379,"[5, 24, 31]",[1]
380,"[5, 24, 31]",[1]
381,[31],"[1, 2]"
382,"[5, 15]","[1, 3]"
383,"[12, 25]","[1, 3]"
384,"[12, 31]",[1]
385,"[12, 31]",[1]
386,"[12, 15, 31]","[1, 2, 3, 5]"
387,"[12, 31]",[1]
388,[12],[1]
389,"[12, 31]",[1]
390,"[10, 33]",[1]
391,"[4, 12, 25, 31]","[1, 2]"
392,"[12, 15, 31]",[1]
393,"[12, 31]","[1, 2]"
394,"[12, 13, 15, 16, 24, 31]","[1, 2]"
395,[12],[1]
396,"[12, 31]",[1]
397,"[12, 31]",[1]
398,"[12, 31]",[1]
399,"[12, 31]",[1]
400,"[12, 31]",[1]
401,"[12, 31]","[1, 2]"
402,"[12, 31]",[5]
403,"[12, 31]","[1, 2]"
405,"[12, 15, 31]",[5]
406,"[12, 31]",[1]
407,"[12, 31]",[1]
408,[12],[1]
409,"[12, 31]",[5]
410,"[12, 31]",[1]
411,"[12, 31]",[5]
412,"[12, 13, 15]","[1, 2]"
413,"[12, 31]",[1]
414,"[12, 15, 16, 24]","[1, 2]"
415,"[12, 31]",[1]
416,"[12, 31]",[5]
417,"[12, 31]",[1]
418,"[12, 31]",[1]
419,"[12, 31]",[1]
420,"[12, 31]","[1, 2]"
421,"[12, 16, 31]",[1]
422,[10],"[1, 2, 4]"
423,"[12, 31]","[1, 2]"
424,"[9, 31]",[1]
425,"[12, 31]",[1]
426,"[12, 31]",[1]
427,"[12, 16, 31]",[1]
428,"[12, 15, 16, 24]",[1]
429,[5],"[1, 2]"
430,"[5, 31]","[1, 2]"
431,"[5, 8, 31]",[1]
432,"[11, 13, 15, 16, 24]","[1, 2, 3]"
433,[5],"[1, 2]"
434,"[5, 12, 31]","[1, 2]"
435,"[13, 15]","[1, 2]"
436,"[11, 15, 16, 24]","[1, 2]"
437,"[11, 15, 16, 24]","[1, 2]"
438,"[11, 13, 15, 16, 24]","[1, 2]"
439,[25],[1]
440,"[11, 13, 15, 16, 24]","[1, 2]"
441,"[11, 15, 16, 24]","[1, 2, 3]"
442,"[11, 15, 16, 24]","[1, 2]"
443,"[11, 15, 16, 24]","[1, 2]"
444,"[11, 15, 16, 24]","[1, 2]"
445,"[13, 15, 16, 24]","[1, 2]"
446,"[13, 15, 16, 24]","[1, 2]"
447,"[15, 16, 24]","[1, 2]"
448,"[5, 13, 15, 24]","[1, 2, 3]"
449,"[5, 13, 15, 24]","[1, 2, 3]"
450,"[5, 13, 15]","[1, 2, 3]"
451,"[5, 9, 13, 15, 24]","[1, 2]"
452,"[8, 31]",[1]
453,"[25, 31]",[1]
454,"[8, 9, 15]","[1, 2, 3]"
455,[4],"[1, 2]"
456,"[11, 15]","[1, 2]"
457,"[11, 15]","[1, 2]"
458,"[11, 15]","[1, 2]"
459,"[2, 9, 31]",[1]
460,"[2, 9, 31]",[1]
461,"[2, 31]",[1]
462,"[2, 31]",[1]
463,"[2, 31]",[1]
464,[5],"[1, 2]"
465,"[11, 15]","[1, 2]"
466,"[11, 15]","[1, 2, 3]"
467,"[11, 15]","[1, 2]"
468,"[11, 15]","[1, 2]"
469,"[11, 15]","[1, 2, 3]"
470,"[11, 15]","[1, 2, 3]"
471,"[5, 31]","[1, 2]"
472,"[12, 31]",[1]
473,[5],"[1, 2]"
474,"[5, 31]",[1]
475,"[12, 25, 31]","[1, 2]"
476,"[5, 31]","[1, 2]"
477,"[15, 24]","[1, 2, 3]"
478,"[12, 31]",[1]
479,"[5, 24, 31]",[1]
480,"[9, 31]",[1]
481,"[9, 31]",[1]
482,"[9, 31]",[1]
483,[31],[1]
484,[31],[1]
485,[31],[1]
486,[31],[1]
487,[31],[1]
488,"[5, 31]","[1, 2, 3]"
489,[12],"[2, 3, 5]"
490,"[5, 31]","[1, 2]"
491,"[25, 31]",[1]
492,[5],"[1, 2, 3, 4]"
493,[31],[1]
494,[5],"[1, 2]"
495,"[5, 12]",[1]
496,"[25, 31]","[1, 2, 3]"
497,[5],"[1, 3]"
498,"[5, 12]","[1, 2, 3, 4]"
499,"[25, 31]",[1]
500,"[25, 31]",[1]
501,"[25, 31]",[1]
502,[5],"[1, 2, 3]"
503,"[13, 14]","[1, 2, 3]"
504,"[12, 25, 31]","[1, 3]"
505,"[12, 25, 31]","[1, 3]"
506,"[8, 31]",[1]
507,"[8, 31]",[1]
508,"[10, 14]","[1, 2]"
509,"[5, 10]","[1, 2, 3]"
510,[4],"[1, 2]"
511,[8],[1]
512,"[5, 8, 31]","[1, 2, 3]"
513,"[12, 25, 31]","[2, 3, 5]"
514,"[5, 31]","[1, 2, 3]"
515,"[9, 25, 31]",[1]
516,[12],"[1, 2, 3]"
517,[5],"[1, 2]"
518,[5],"[1, 2]"
519,[5],"[1, 2]"
520,[5],"[1, 2]"
521,"[12, 31]",[1]
522,"[12, 31]","[1, 3]"
523,"[5, 8, 9, 12]",[1]
524,"[10, 14]","[1, 2]"
525,[5],[1]
526,[10],"[1, 2]"
527,"[5, 32]","[1, 2, 3, 4]"
528,"[5, 31]","[1, 2, 3]"
529,"[5, 31]","[1, 2, 3]"
530,"[5, 24, 31]",[1]
531,"[5, 13, 33]","[1, 2]"
532,"[5, 32]",[1]
533,"[12, 31]",[1]
534,"[8, 9, 12, 31]",[1]
535,"[5, 12]",[5]
536,"[5, 25]","[1, 2, 3]"
537,[31],"[1, 2]"
538,"[5, 31]",[1]
539,[5],[1]
540,"[8, 31]","[1, 2, 3]"
541,"[10, 13, 33]","[1, 2]"
542,"[9, 31]","[1, 2, 3]"
543,"[5, 31]","[1, 2, 3]"
544,[5],"[1, 3]"
545,[5],"[1, 2, 3, 4]"
546,[5],"[1, 2]"
547,[5],"[1, 2, 3, 4]"
548,[5],"[1, 2, 3, 4]"
549,"[15, 25, 31]",[1]
550,"[25, 31]",[1]
551,"[8, 25, 31]",[1]
552,"[25, 31]",[1]
553,"[8, 31]",[1]
554,[10],"[1, 2]"
555,"[5, 31]","[1, 2, 3]"
556,[5],"[1, 2, 3]"
557,"[9, 25, 31]",[1]
558,"[5, 10, 31]",[1]
559,[5],"[1, 2, 3]"
560,[5],"[1, 2, 3]"
561,"[10, 14]","[1, 2]"
562,"[5, 24]","[1, 2, 3]"
563,"[12, 15, 31]",[5]
564,"[5, 24]","[1, 2]"
565,"[5, 8, 31]","[1, 2, 3]"
566,"[5, 31]","[1, 2]"
567,[10],"[1, 2]"
568,"[12, 25, 31]","[1, 2, 3]"
569,[5],"[1, 2]"
570,"[8, 25, 31]",[1]
571,[5],"[1, 2]"
572,"[5, 13, 15, 24]","[1, 2, 3]"
573,"[25, 31]",[1]
574,[5],[1]
575,"[5, 10, 31]","[1, 2]"
576,"[4, 12, 31, 32]","[2, 3, 5]"
578,"[5, 12]","[1, 2, 5]"
582,[15],[1]
583,[14],"[1, 2]"
584,[10],"[1, 2]"
585,"[13, 15]","[1, 2]"
586,"[5, 8]","[1, 2]"
587,"[11, 15]","[1, 2]"
588,"[12, 31]",[5]
589,"[12, 15, 16]","[1, 2]"
590,"[12, 15, 16]","[1, 2]"
591,"[12, 15, 16]","[1, 2]"
592,[13],[1]
593,"[5, 33]","[1, 3]"
594,[5],"[1, 2]"
595,"[11, 13, 15]",[2]
596,"[11, 13, 15]","[1, 2]"
597,"[5, 24]","[1, 2]"
598,"[12, 15, 31]",[5]
599,"[11, 15]","[1, 2]"
600,[13],"[1, 2, 3]"
601,"[5, 12, 13, 15, 24]","[1, 2, 3]"
602,"[12, 31]",[1]
603,[12],[5]
604,"[2, 9, 31]",[1]
605,"[13, 14]",[1]
606,"[11, 15]","[1, 2]"
607,[5],"[1, 2]"
608,"[15, 16]","[1, 2]"
609,"[11, 15]","[1, 2]"
610,"[11, 15]","[1, 2]"
611,"[15, 16]","[1, 2]"
612,"[2, 31, 32]",[1]
613,"[5, 11, 13, 15]","[1, 2]"
614,"[9, 33]",[1]
615,"[9, 15]","[1, 2]"
616,"[2, 9, 31]",[1]
617,"[5, 15, 24]","[1, 2]"
618,"[5, 15]","[1, 2]"
619,"[5, 13, 15, 24]","[1, 2]"
620,[10],"[1, 2]"
621,[5],"[1, 2]"
622,[5],"[1, 2]"
623,"[5, 13]","[1, 2, 3, 4]"
624,[5],"[1, 2]"
625,"[5, 31]","[1, 2, 3, 4]"
626,[10],"[1, 2]"
627,"[10, 13, 14, 31]","[1, 2]"
628,"[13, 14]","[1, 2]"
629,"[15, 16]","[1, 2]"
630,"[14, 15]","[1, 2]"
631,"[14, 15]","[1, 2]"
632,"[14, 15]","[1, 2]"
633,"[13, 15, 16]","[1, 2]"
634,"[15, 16]","[1, 2]"
635,"[13, 15, 16]","[1, 2]"
636,"[5, 9, 31]",[1]
637,"[11, 15, 24]",[1]
638,"[11, 13, 15]","[1, 2]"
639,"[11, 15, 24]","[1, 2]"
640,"[11, 13, 15]","[1, 2]"
641,"[10, 13, 14]","[1, 2]"
642,"[10, 13, 14]","[1, 4]"
643,[13],"[1, 2]"
644,[13],"[1, 2]"
645,"[13, 15, 16]","[1, 2]"
646,"[13, 15, 16, 24]","[1, 2]"
647,"[11, 15]","[1, 2]"
648,"[11, 15]","[1, 2]"
649,"[11, 15]","[1, 2]"
650,"[11, 15]","[1, 2]"
651,[31],[1]
652,"[11, 15]","[1, 2]"
653,"[5, 11, 15, 24, 31]","[1, 2, 3]"
654,"[11, 15]","[1, 2]"
655,"[15, 16]","[1, 2]"
656,[5],[1]
657,[12],[5]
658,"[11, 15]","[1, 2]"
659,"[11, 15]","[1, 2]"
660,[12],"[1, 2]"
661,"[11, 15, 24, 32]",[1]
662,"[11, 13, 15, 31]","[1, 2]"
663,"[11, 15]","[1, 2]"
664,"[11, 15]","[1, 2]"
665,[10],"[1, 2]"
666,"[4, 5, 24]","[1, 2, 3]"
667,"[5, 13]","[1, 2]"
668,"[5, 13]","[1, 2]"
669,[13],"[1, 2]"
670,"[11, 15]","[1, 2]"
671,[12],"[1, 3]"
672,[5],"[1, 2]"
673,[5],"[1, 2, 3]"
674,"[12, 15]","[1, 2, 3]"
675,"[10, 13]",[1]
676,"[11, 15]","[1, 2]"
677,"[8, 13]","[1, 2]"
678,"[11, 15]","[1, 2, 3]"
679,[13],"[1, 2]"
680,"[5, 15]","[1, 2]"
681,"[11, 13, 15]","[1, 2]"
682,"[11, 13, 15]","[1, 2]"
683,"[11, 15]","[1, 2]"
684,[15],"[1, 2]"
685,[13],"[1, 2]"
686,[12],[5]
687,[13],"[1, 2]"
688,[13],"[1, 2]"
689,"[10, 13]","[1, 2]"
690,"[10, 13]","[1, 2]"
691,"[10, 13, 14]","[1, 2]"
693,"[13, 15]",[1]
694,"[12, 31]",[1]
695,[13],"[1, 2]"
696,[14],"[1, 2, 3]"
698,[14],"[1, 2]"
699,"[13, 14]","[1, 2]"
700,[14],"[1, 2, 3]"
701,[14],"[1, 2, 3]"
703,[14],"[1, 2, 3]"
705,[14],"[1, 2]"
706,[5],"[1, 2]"
707,"[11, 15]","[1, 2]"
708,"[13, 31]",[1]
709,[13],[1]
710,[13],[1]
711,[13],[1]
712,[13],[1]
713,[13],"[1, 2]"
714,[13],[1]
715,[13],[1]
716,"[13, 14, 15]","[1, 2]"
717,"[13, 14, 15]","[1, 2]"
718,"[5, 10, 13]","[1, 2, 4]"
719,"[5, 13, 24]","[1, 2]"
720,"[12, 15, 24]","[1, 2]"
721,"[12, 15, 24]","[1, 2]"
722,[13],"[1, 2]"
723,"[15, 16]",[1]
724,"[15, 16]",[1]
725,[16],[1]
726,"[9, 15]",[1]
727,"[10, 13, 14]","[1, 2]"
728,"[10, 13, 14]","[1, 2]"
729,"[10, 13, 14]","[1, 2]"
730,"[5, 10, 13, 31]",[1]
731,"[5, 10, 31]","[1, 2]"
732,"[5, 10, 31]","[1, 3]"
733,"[5, 10, 31]",[1]
734,"[11, 15]","[1, 2]"
735,"[11, 15, 31]","[1, 2, 3]"
736,"[10, 13, 14]","[1, 2]"
737,"[10, 13, 14]","[1, 2]"
738,"[10, 13, 14]","[1, 2]"
739,"[12, 15, 31]","[2, 5]"
740,[5],"[1, 2, 3, 4]"
741,"[11, 15]","[1, 2, 3]"
742,"[5, 11, 13, 24]","[1, 2]"
743,[15],"[1, 2]"
744,"[2, 9, 31]",[1]
745,"[5, 31]","[1, 2, 3]"
746,[14],"[1, 2]"
747,"[5, 13]","[1, 2, 3]"
748,"[5, 24]",[1]
749,"[11, 15, 31]","[1, 2]"
750,"[11, 13, 15, 31]","[1, 2]"
751,"[11, 13, 15, 31]","[1, 2]"
752,[15],[1]
753,"[12, 15]","[1, 2]"
754,[13],"[1, 2]"
755,[13],"[1, 2]"
756,[13],"[1, 2]"
757,[13],[1]
758,"[5, 13]","[1, 2]"
759,"[11, 15]","[1, 2]"
760,"[5, 10]","[1, 2]"
761,[14],"[1, 2]"
762,[14],"[1, 2]"
763,[36],"[2, 3, 5]"
764,"[5, 8]","[1, 2, 3]"
765,"[5, 12, 13]",[5]
766,"[11, 15]","[1, 2, 3]"
767,"[11, 15]","[1, 2, 3]"
768,"[15, 16]",[1]
769,"[5, 8, 9, 31]","[1, 2, 3]"
770,[14],"[1, 2]"
771,"[13, 14]","[1, 2]"
772,"[13, 14]","[1, 2]"
774,"[12, 31]",[5]
775,"[11, 15, 16]","[1, 2]"
776,"[13, 14]","[1, 2]"
777,"[13, 14]","[1, 2]"
778,"[13, 14]","[1, 2]"
779,"[13, 14]","[1, 2]"
780,[5],"[1, 2]"
781,"[11, 13, 15]","[1, 2]"
782,[12],[1]
783,"[5, 12, 24]",[1]
784,"[5, 13, 24]","[1, 2]"
785,"[5, 13, 24]","[1, 2]"
786,"[5, 13, 24]","[1, 2]"
787,"[5, 32]","[1, 2, 3, 4]"
788,[13],"[1, 2]"
789,[13],[1]
790,"[12, 16]",[1]
791,"[2, 11, 15, 31]",[1]
792,"[15, 16]","[1, 2]"
793,"[10, 13]","[1, 2]"
794,[13],[1]
795,"[10, 14]","[1, 2]"
796,[14],"[1, 2]"
797,"[2, 9, 31]",[1]
798,"[9, 31]",[1]
799,"[11, 15]","[1, 2]"
800,"[11, 12, 15]","[1, 2]"
801,"[10, 13, 14]","[1, 2]"
802,"[10, 13, 14]","[1, 2]"
803,"[10, 13, 14]","[1, 2]"
804,"[10, 13, 14]","[1, 2]"
805,"[10, 13, 14]",[1]
806,"[10, 13, 14]","[1, 2]"
807,"[10, 13, 14]","[1, 2]"
808,[14],"[1, 2]"
809,[14],"[1, 2]"
810,"[5, 13]",[1]
811,"[13, 14]","[1, 2]"
812,[14],"[1, 2]"
813,"[8, 13, 14]","[1, 2, 3]"
814,"[13, 14]","[1, 2, 3]"
815,"[13, 14]","[1, 2, 3]"
816,"[13, 14]","[1, 2, 3]"
817,[14],"[1, 2, 3]"
818,"[14, 15]","[1, 2, 3]"
819,"[5, 10]","[1, 2]"
820,[5],"[1, 2]"
821,[16],[1]
822,"[2, 9, 31]",[1]
823,"[15, 16]","[1, 2]"
824,[14],"[1, 2]"
825,"[5, 10, 31]","[1, 2]"
826,"[5, 10, 31]","[1, 2]"
827,"[5, 31]",[1]
828,[5],"[1, 2]"
829,"[15, 16]","[1, 2]"
830,[14],"[1, 2]"
831,[14],"[1, 2]"
832,"[11, 12, 15]",[1]
833,[11],"[1, 2]"
834,"[13, 15]","[1, 2]"
836,"[8, 31]",[1]
837,"[4, 8, 31]",[1]
838,"[10, 13, 30]","[1, 2]"
839,"[10, 13, 14]","[1, 2]"
