id,g1,g2,g3,g4,g5,g6,g7,g8,g9
11800,12,15,16,31,0,0,0,0,0
11828,12,31,0,0,0,0,0,0,0
11845,5,8,0,0,0,0,0,0,0
11885,5,10,33,0,0,0,0,0,0
11987,12,0,0,0,0,0,0,0,0
12071,11,12,0,0,0,0,0,0,0
12089,8,31,33,0,0,0,0,0,0
12151,13,31,34,0,0,0,0,0,0
12328,31,34,0,0,0,0,0,0,0
12329,31,34,0,0,0,0,0,0,0
12382,12,15,31,0,0,0,0,0,0
12423,31,33,0,0,0,0,0,0,0
12443,15,16,24,35,0,0,0,0,0
12497,14,0,0,0,0,0,0,0,0
12503,12,31,0,0,0,0,0,0,0
12517,12,16,31,32,0,0,0,0,0
12579,31,34,0,0,0,0,0,0,0
12586,5,8,0,0,0,0,0,0,0
12672,10,0,0,0,0,0,0,0,0
12765,9,0,0,0,0,0,0,0,0
12861,5,33,0,0,0,0,0,0,0
12987,5,12,31,0,0,0,0,0,0
13074,10,14,0,0,0,0,0,0,0
13093,12,32,0,0,0,0,0,0,0
13100,5,31,32,0,0,0,0,0,0
13137,13,15,31,0,0,0,0,0,0
13152,13,15,0,0,0,0,0,0,0
13155,12,15,0,0,0,0,0,0,0
13166,12,0,0,0,0,0,0,0,0
13177,5,12,31,32,0,0,0,0,0
13178,12,31,0,0,0,0,0,0,0
13226,9,13,32,35,0,0,0,0,0
13257,14,0,0,0,0,0,0,0,0
13350,8,0,0,0,0,0,0,0,0
13547,5,32,33,0,0,0,0,0,0
13620,4,33,0,0,0,0,0,0,0
13676,12,0,0,0,0,0,0,0,0
13679,5,25,0,0,0,0,0,0,0
13690,5,12,24,0,0,0,0,0,0
13923,5,12,0,0,0,0,0,0,0
13925,5,12,0,0,0,0,0,0,0
13926,5,12,0,0,0,0,0,0,0
13927,5,12,0,0,0,0,0,0,0
13928,5,12,0,0,0,0,0,0,0
14173,16,0,0,0,0,0,0,0,0
14177,12,15,24,31,32,0,0,0,0
14411,31,0,0,0,0,0,0,0,0
14437,31,32,0,0,0,0,0,0,0
14481,9,15,0,0,0,0,0,0,0
14542,5,32,0,0,0,0,0,0,0
14544,31,32,0,0,0,0,0,0,0
14593,8,25,31,32,0,0,0,0,0
14647,12,31,0,0,0,0,0,0,0
14697,25,33,0,0,0,0,0,0,0
14701,9,15,33,0,0,0,0,0,0
14717,12,31,0,0,0,0,0,0,0
14718,12,31,0,0,0,0,0,0,0
14723,12,0,0,0,0,0,0,0,0
14741,8,31,0,0,0,0,0,0,0
14891,13,15,16,0,0,0,0,0,0
15020,12,15,16,24,31,0,0,0,0
15072,12,0,0,0,0,0,0,0,0
15123,11,15,0,0,0,0,0,0,0
15128,5,8,9,15,31,32,0,0,0
15140,8,32,33,0,0,0,0,0,0
15167,12,15,16,31,32,0,0,0,0
15464,31,0,0,0,0,0,0,0,0
15465,13,31,32,34,0,0,0,0,0
15467,12,31,0,0,0,0,0,0,0
15531,25,31,0,0,0,0,0,0,0
15535,5,33,0,0,0,0,0,0,0
15559,7,0,0,0,0,0,0,0,0
15698,8,31,0,0,0,0,0,0,0
15709,12,0,0,0,0,0,0,0,0
15744,13,32,0,0,0,0,0,0,0
15815,9,31,32,0,0,0,0,0,0
15839,12,0,0,0,0,0,0,0,0
15841,5,0,0,0,0,0,0,0,0
15843,12,15,16,0,0,0,0,0,0
16203,2,9,31,32,0,0,0,0,0
16305,7,13,15,0,0,0,0,0,0
16310,9,31,32,0,0,0,0,0,0
16328,15,32,0,0,0,0,0,0,0
16480,12,31,32,0,0,0,0,0,0
16538,4,8,32,0,0,0,0,0,0
16585,12,0,0,0,0,0,0,0,0
16617,8,31,0,0,0,0,0,0,0
16665,12,15,0,0,0,0,0,0,0
16730,31,32,0,0,0,0,0,0,0
16748,8,0,0,0,0,0,0,0,0
16840,12,14,15,31,32,0,0,0,0
16867,12,15,16,31,0,0,0,0,0
16983,12,15,0,0,0,0,0,0,0
17000,12,13,32,0,0,0,0,0,0
17011,5,32,0,0,0,0,0,0,0
17224,2,9,31,32,0,0,0,0,0
17467,5,32,33,0,0,0,0,0,0
17573,5,33,0,0,0,0,0,0,0
18056,12,15,0,0,0,0,0,0,0
18058,12,13,31,0,0,0,0,0,0
18074,13,15,32,0,0,0,0,0,0
18131,9,0,0,0,0,0,0,0,0
18136,13,32,0,0,0,0,0,0,0
18150,4,0,0,0,0,0,0,0,0
18165,5,11,15,31,0,0,0,0,0
18182,8,12,31,32,0,0,0,0,0
18189,2,31,32,0,0,0,0,0,0
18197,5,8,31,32,0,0,0,0,0
18211,12,15,32,0,0,0,0,0,0
18221,8,31,0,0,0,0,0,0,0
18224,12,15,31,0,0,0,0,0,0
18314,15,0,0,0,0,0,0,0,0
18337,12,15,16,31,0,0,0,0,0
18370,12,15,24,0,0,0,0,0,0
18453,32,0,0,0,0,0,0,0,0
18597,9,15,16,26,35,0,0,0,0
18698,10,14,0,0,0,0,0,0,0
18699,10,0,0,0,0,0,0,0,0
18730,8,12,13,32,0,0,0,0,0
18735,25,31,0,0,0,0,0,0,0
18808,5,8,25,31,0,0,0,0,0
18829,13,15,31,0,0,0,0,0,0
18870,13,14,15,0,0,0,0,0,0
18872,14,0,0,0,0,0,0,0,0
18924,12,32,0,0,0,0,0,0,0
18967,12,15,16,24,0,0,0,0,0
18984,5,13,32,0,0,0,0,0,0
19009,5,8,31,0,0,0,0,0,0
19069,33,0,0,0,0,0,0,0,0
19085,11,15,24,32,0,0,0,0,0
19118,8,31,0,0,0,0,0,0,0
19121,8,25,31,32,0,0,0,0,0
19131,12,15,24,0,0,0,0,0,0
19150,8,12,31,32,0,0,0,0,0
19190,5,13,15,0,0,0,0,0,0
19293,10,13,14,15,0,0,0,0,0
19297,2,9,31,32,34,0,0,0,0
19325,15,31,32,0,0,0,0,0,0
19334,12,31,0,0,0,0,0,0,0
19351,15,16,0,0,0,0,0,0,0
19394,9,31,32,0,0,0,0,0,0
19409,13,0,0,0,0,0,0,0,0
19456,8,31,32,0,0,0,0,0,0
19457,12,31,0,0,0,0,0,0,0
19526,13,31,0,0,0,0,0,0,0
19560,25,31,0,0,0,0,0,0,0
19564,5,31,0,0,0,0,0,0,0
19565,25,31,0,0,0,0,0,0,0
19598,8,9,15,0,0,0,0,0,0
19636,15,25,0,0,0,0,0,0,0
19686,5,31,0,0,0,0,0,0,0
19728,5,8,32,33,0,0,0,0,0
19729,9,25,31,32,0,0,0,0,0
19803,10,13,14,0,0,0,0,0,0
19839,5,12,31,0,0,0,0,0,0
19874,5,8,31,33,0,0,0,0,0
19875,13,14,15,0,0,0,0,0,0
19897,13,31,32,34,0,0,0,0,0
19910,7,0,0,0,0,0,0,0,0
19924,12,0,0,0,0,0,0,0,0
19942,9,32,0,0,0,0,0,0,0
19947,8,32,0,0,0,0,0,0,0
19959,25,31,0,0,0,0,0,0,0
19984,8,9,15,0,0,0,0,0,0
19994,5,8,31,0,0,0,0,0,0
20065,5,31,0,0,0,0,0,0,0
20068,25,31,0,0,0,0,0,0,0
20113,8,15,31,0,0,0,0,0,0
20189,12,24,31,0,0,0,0,0,0
20192,5,8,0,0,0,0,0,0,0
20196,12,31,0,0,0,0,0,0,0
20203,11,13,15,0,0,0,0,0,0
20341,12,0,0,0,0,0,0,0,0
20545,5,25,31,0,0,0,0,0,0
20566,5,13,14,0,0,0,0,0,0
20622,5,9,31,0,0,0,0,0,0
20655,12,31,0,0,0,0,0,0,0
20734,8,25,0,0,0,0,0,0,0
20740,12,31,0,0,0,0,0,0,0
20741,15,24,31,0,0,0,0,0,0
20744,12,31,0,0,0,0,0,0,0
20749,31,0,0,0,0,0,0,0,0
20834,25,31,0,0,0,0,0,0,0
20880,12,31,0,0,0,0,0,0,0
20970,4,14,0,0,0,0,0,0,0
20979,12,0,0,0,0,0,0,0,0
21014,5,33,0,0,0,0,0,0,0
21040,12,25,31,0,0,0,0,0,0
21073,5,15,31,0,0,0,0,0,0
21084,13,31,0,0,0,0,0,0,0
21184,8,9,0,0,0,0,0,0,0
21206,12,0,0,0,0,0,0,0,0
21669,4,0,0,0,0,0,0,0,0
21704,25,31,0,0,0,0,0,0,0
21715,31,0,0,0,0,0,0,0,0
21737,9,15,33,0,0,0,0,0,0
21762,12,31,0,0,0,0,0,0,0
21798,9,0,0,0,0,0,0,0,0
21838,12,25,0,0,0,0,0,0,0
21874,4,12,15,31,34,0,0,0,0
21892,5,12,31,0,0,0,0,0,0
21970,15,31,32,0,0,0,0,0,0
21972,2,31,32,0,0,0,0,0,0
21988,12,0,0,0,0,0,0,0,0
22066,31,0,0,0,0,0,0,0,0
22144,9,31,32,33,0,0,0,0,0
22239,4,0,0,0,0,0,0,0,0
22439,12,31,0,0,0,0,0,0,0
22461,12,15,31,0,0,0,0,0,0
22500,32,33,0,0,0,0,0,0,0
22555,12,24,31,0,0,0,0,0,0
22686,12,14,0,0,0,0,0,0,0
22705,13,0,0,0,0,0,0,0,0
22754,31,0,0,0,0,0,0,0,0
22778,12,32,0,0,0,0,0,0,0
22958,2,31,0,0,0,0,0,0,0
22984,4,0,0,0,0,0,0,0,0
23048,14,15,33,0,0,0,0,0,0
23095,7,0,0,0,0,0,0,0,0
23158,12,31,0,0,0,0,0,0,0
23190,13,32,0,0,0,0,0,0,0
23192,13,31,32,0,0,0,0,0,0
23294,2,9,31,32,0,0,0,0,0
23322,12,15,16,31,0,0,0,0,0
23323,12,15,16,31,0,0,0,0,0
23427,10,33,0,0,0,0,0,0,0
23499,12,25,32,0,0,0,0,0,0
23501,8,32,0,0,0,0,0,0,0
23701,2,12,0,0,0,0,0,0,0
23717,5,0,0,0,0,0,0,0,0
23851,7,8,11,31,32,0,0,0,0
23910,8,31,32,0,0,0,0,0,0
23954,31,0,0,0,0,0,0,0,0
23957,5,33,0,0,0,0,0,0,0
24080,12,24,34,0,0,0,0,0,0
24223,5,31,0,0,0,0,0,0,0
24413,10,0,0,0,0,0,0,0,0
24417,12,31,32,0,0,0,0,0,0
24427,12,31,32,0,0,0,0,0,0
24481,13,14,0,0,0,0,0,0,0
24493,12,16,0,0,0,0,0,0,0
24512,13,15,32,0,0,0,0,0,0
24645,7,0,0,0,0,0,0,0,0
24723,5,0,0,0,0,0,0,0,0
24869,9,31,0,0,0,0,0,0,0
24891,13,15,33,0,0,0,0,0,0
24917,31,0,0,0,0,0,0,0,0
24930,9,12,31,32,0,0,0,0,0
24952,13,31,0,0,0,0,0,0,0
24962,13,15,33,0,0,0,0,0,0
25076,5,12,31,0,0,0,0,0,0
25100,12,15,16,0,0,0,0,0,0
25253,8,31,32,33,0,0,0,0,0
25358,5,12,31,0,0,0,0,0,0
25513,31,0,0,0,0,0,0,0,0
25532,5,12,0,0,0,0,0,0,0
25572,32,0,0,0,0,0,0,0,0
25599,8,12,31,32,0,0,0,0,0
25632,5,9,32,0,0,0,0,0,0
25649,8,9,31,0,0,0,0,0,0
25651,15,31,32,0,0,0,0,0,0
25838,4,5,12,13,15,31,32,0,0
25843,31,32,0,0,0,0,0,0,0
26127,33,0,0,0,0,0,0,0,0
26143,5,10,0,0,0,0,0,0,0
26176,9,0,0,0,0,0,0,0,0
26192,5,31,0,0,0,0,0,0,0
26195,10,0,0,0,0,0,0,0,0
26226,8,31,32,0,0,0,0,0,0
26255,13,15,32,0,0,0,0,0,0
26384,5,0,0,0,0,0,0,0,0
26451,5,33,0,0,0,0,0,0,0
26472,12,31,0,0,0,0,0,0,0
26625,12,31,0,0,0,0,0,0,0
26673,12,16,31,32,0,0,0,0,0
26700,31,32,34,0,0,0,0,0,0
26758,8,31,0,0,0,0,0,0,0
26766,12,31,0,0,0,0,0,0,0
26775,12,15,31,0,0,0,0,0,0
26795,5,31,32,0,0,0,0,0,0
26805,12,31,0,0,0,0,0,0,0
26834,12,13,15,24,31,34,0,0,0
26840,12,15,16,31,0,0,0,0,0
26845,12,15,16,24,31,0,0,0,0
26848,8,31,32,0,0,0,0,0,0
26916,12,31,0,0,0,0,0,0,0
26940,12,15,16,24,32,0,0,0,0
26974,9,12,31,32,0,0,0,0,0
27028,7,31,0,0,0,0,0,0,0
27033,8,9,0,0,0,0,0,0,0
27034,8,9,15,31,32,0,0,0,0
27035,8,9,12,31,0,0,0,0,0
27072,9,31,32,0,0,0,0,0,0
27129,12,0,0,0,0,0,0,0,0
27241,8,31,32,0,0,0,0,0,0
27258,15,16,26,35,0,0,0,0,0
27304,12,31,0,0,0,0,0,0,0
27396,8,31,32,0,0,0,0,0,0
27397,7,0,0,0,0,0,0,0,0
27436,12,13,15,31,32,0,0,0,0
27461,10,0,0,0,0,0,0,0,0
27499,9,31,32,0,0,0,0,0,0
27667,12,31,32,0,0,0,0,0,0
27677,5,32,0,0,0,0,0,0,0
27685,12,0,0,0,0,0,0,0,0
27762,2,31,32,0,0,0,0,0,0
27820,13,15,16,0,0,0,0,0,0
27844,12,31,0,0,0,0,0,0,0
27845,12,31,0,0,0,0,0,0,0
27857,31,0,0,0,0,0,0,0,0
27862,25,31,0,0,0,0,0,0,0
27867,2,9,12,31,32,0,0,0,0
27911,12,15,31,0,0,0,0,0,0
27916,12,31,0,0,0,0,0,0,0
27930,12,15,16,31,35,0,0,0,0
27959,12,15,31,0,0,0,0,0,0
27979,12,31,0,0,0,0,0,0,0
28028,11,15,0,0,0,0,0,0,0
28073,13,32,34,0,0,0,0,0,0
28129,12,13,31,0,0,0,0,0,0
28142,9,12,15,16,24,31,32,0,0
28160,12,15,31,0,0,0,0,0,0
28176,4,0,0,0,0,0,0,0,0
28210,12,31,0,0,0,0,0,0,0
28222,2,31,0,0,0,0,0,0,0
28323,5,8,31,0,0,0,0,0,0
28337,13,24,31,0,0,0,0,0,0
28389,8,0,0,0,0,0,0,0,0
28412,5,33,0,0,0,0,0,0,0
28710,5,10,32,33,0,0,0,0,0
28738,12,31,32,0,0,0,0,0,0
28896,5,31,0,0,0,0,0,0,0
28935,32,33,0,0,0,0,0,0,0
28955,13,15,0,0,0,0,0,0,0
28972,12,31,0,0,0,0,0,0,0
28981,11,15,0,0,0,0,0,0,0
29211,11,13,15,0,0,0,0,0,0
29586,4,25,31,32,33,0,0,0,0
29920,9,31,0,0,0,0,0,0,0
29927,31,0,0,0,0,0,0,0,0
29961,2,9,31,0,0,0,0,0,0
30155,7,13,0,0,0,0,0,0,0
30237,5,32,0,0,0,0,0,0,0
30424,9,31,0,0,0,0,0,0,0
30548,5,32,0,0,0,0,0,0,0
30583,5,10,32,33,0,0,0,0,0
30804,12,15,16,0,0,0,0,0,0
30968,9,31,32,0,0,0,0,0,0
30994,9,31,32,0,0,0,0,0,0
31149,15,16,0,0,0,0,0,0,0
31292,9,31,0,0,0,0,0,0,0
32469,32,0,0,0,0,0,0,0,0
32614,12,25,0,0,0,0,0,0,0
32889,13,14,0,0,0,0,0,0,0
32902,5,32,0,0,0,0,0,0,0
32969,8,9,31,32,0,0,0,0,0
33306,5,31,32,0,0,0,0,0,0
33414,4,8,32,33,0,0,0,0,0
33992,4,5,14,32,33,0,0,0,0
34062,13,15,24,31,0,0,0,0,0
34266,13,15,31,0,0,0,0,0,0
34293,5,12,31,0,0,0,0,0,0
34392,12,15,16,24,0,0,0,0,0
34610,12,13,14,31,32,0,0,0,0
34669,15,32,33,0,0,0,0,0,0
34670,8,31,32,33,0,0,0,0,0
34951,5,25,0,0,0,0,0,0,0
35282,9,12,31,32,0,0,0,0,0
35934,13,15,32,0,0,0,0,0,0
36550,12,25,31,0,0,0,0,0,0
36620,8,31,32,0,0,0,0,0,0
36721,12,15,0,0,0,0,0,0,0
36749,9,31,32,0,0,0,0,0,0
36929,12,24,0,0,0,0,0,0,0
37001,8,31,0,0,0,0,0,0,0
37034,12,31,0,0,0,0,0,0,0
37057,12,16,32,35,0,0,0,0,0
37059,11,13,15,31,0,0,0,0,0
37060,15,16,0,0,0,0,0,0,0
37083,12,31,0,0,0,0,0,0,0
37138,15,34,0,0,0,0,0,0,0
37184,9,12,24,0,0,0,0,0,0
38387,9,0,0,0,0,0,0,0,0
38884,4,15,31,0,0,0,0,0,0
38973,12,31,0,0,0,0,0,0,0
39216,15,0,0,0,0,0,0,0,0
39217,12,25,31,0,0,0,0,0,0
39463,33,0,0,0,0,0,0,0,0
39539,4,0,0,0,0,0,0,0,0
40477,12,15,16,31,32,35,0,0,0
41026,13,15,0,0,0,0,0,0,0
41595,5,31,0,0,0,0,0,0,0
41597,12,31,0,0,0,0,0,0,0
41610,31,0,0,0,0,0,0,0,0
41620,10,14,32,0,0,0,0,0,0
41621,13,14,0,0,0,0,0,0,0
41829,12,31,0,0,0,0,0,0,0
41862,5,31,0,0,0,0,0,0,0
41876,5,8,31,0,0,0,0,0,0
41877,5,8,31,0,0,0,0,0,0
41884,5,8,31,0,0,0,0,0,0
42554,4,0,0,0,0,0,0,0,0
42635,12,31,0,0,0,0,0,0,0
42813,7,0,0,0,0,0,0,0,0
42929,4,25,31,0,0,0,0,0,0
42931,12,0,0,0,0,0,0,0,0
42975,5,0,0,0,0,0,0,0,0
43017,5,31,0,0,0,0,0,0,0
43680,7,9,33,0,0,0,0,0,0
43914,12,15,0,0,0,0,0,0,0
44078,12,31,0,0,0,0,0,0,0
44390,8,9,15,32,0,0,0,0,0
45142,8,9,12,31,0,0,0,0,0
45178,5,0,0,0,0,0,0,0,0
46265,5,0,0,0,0,0,0,0,0
46614,12,31,32,0,0,0,0,0,0
46619,15,16,0,0,0,0,0,0,0
46976,12,25,0,0,0,0,0,0,0
46980,2,31,34,0,0,0,0,0,0
47107,9,15,31,0,0,0,0,0,0
47445,12,31,0,0,0,0,0,0,0
47447,4,14,0,0,0,0,0,0,0
49652,31,34,0,0,0,0,0,0,0
50347,5,0,0,0,0,0,0,0,0
50357,15,0,0,0,0,0,0,0,0
51226,15,0,0,0,0,0,0,0,0
51267,31,34,0,0,0,0,0,0,0
51378,5,31,0,0,0,0,0,0,0
51485,8,31,32,33,0,0,0,0,0
51799,13,15,0,0,0,0,0,0,0
51820,15,16,0,0,0,0,0,0,0
52006,5,12,13,31,32,33,0,0,0
52213,13,0,0,0,0,0,0,0,0
52496,15,0,0,0,0,0,0,0,0
52578,9,15,35,0,0,0,0,0,0
52715,10,0,0,0,0,0,0,0,0
52881,9,0,0,0,0,0,0,0,0
53127,9,0,0,0,0,0,0,0,0
53387,12,0,0,0,0,0,0,0,0
53506,5,0,0,0,0,0,0,0,0
53812,15,0,0,0,0,0,0,0,0
53818,5,8,9,31,0,0,0,0,0
54167,25,31,0,0,0,0,0,0,0
54220,12,15,31,0,0,0,0,0,0
54350,25,0,0,0,0,0,0,0,0
54612,5,12,0,0,0,0,0,0,0
54662,13,14,0,0,0,0,0,0,0
55036,13,15,0,0,0,0,0,0,0
55056,11,15,0,0,0,0,0,0,0
55057,11,15,0,0,0,0,0,0,0
55077,12,13,14,15,32,0,0,0,0
55090,12,31,0,0,0,0,0,0,0
55112,12,25,31,0,0,0,0,0,0
55169,10,33,0,0,0,0,0,0,0
55322,12,31,32,0,0,0,0,0,0
55372,15,31,0,0,0,0,0,0,0
55590,13,15,32,0,0,0,0,0,0
55697,31,0,0,0,0,0,0,0,0
55771,12,15,16,24,32,0,0,0,0
56018,33,0,0,0,0,0,0,0,0
56060,5,12,0,0,0,0,0,0,0
56590,9,15,33,0,0,0,0,0,0
56929,14,0,0,0,0,0,0,0,0
56967,15,0,0,0,0,0,0,0,0
57064,9,33,0,0,0,0,0,0,0
57153,13,15,16,32,0,0,0,0,0
57191,14,33,0,0,0,0,0,0,0
57192,2,8,9,31,32,0,0,0,0
57297,9,12,31,32,0,0,0,0,0
58141,7,0,0,0,0,0,0,0,0
58656,8,10,33,0,0,0,0,0,0
58672,33,0,0,0,0,0,0,0,0
58717,10,32,33,0,0,0,0,0,0
58946,7,0,0,0,0,0,0,0,0
59086,2,25,33,0,0,0,0,0,0
59433,31,34,0,0,0,0,0,0,0
59437,12,15,0,0,0,0,0,0,0
59547,32,33,0,0,0,0,0,0,0
59849,5,15,31,0,0,0,0,0,0
59858,4,14,32,33,0,0,0,0,0
60224,9,15,33,0,0,0,0,0,0
63499,8,25,33,0,0,0,0,0,0
65290,10,0,0,0,0,0,0,0,0
67778,7,0,0,0,0,0,0,0,0
67852,11,0,0,0,0,0,0,0,0
68161,31,0,0,0,0,0,0,0,0
68316,9,13,0,0,0,0,0,0,0
68344,33,0,0,0,0,0,0,0,0
68407,7,0,0,0,0,0,0,0,0
68713,31,0,0,0,0,0,0,0,0
69392,10,31,0,0,0,0,0,0,0
69638,5,8,31,0,0,0,0,0,0
70166,12,31,0,0,0,0,0,0,0
71595,8,12,31,32,0,0,0,0,0
72327,25,0,0,0,0,0,0,0,0
72443,31,0,0,0,0,0,0,0,0
72870,5,12,31,0,0,0,0,0,0
74162,10,14,32,33,0,0,0,0,0
74285,8,9,31,0,0,0,0,0,0
74545,9,13,32,0,0,0,0,0,0
74732,7,0,0,0,0,0,0,0,0
74828,5,33,0,0,0,0,0,0,0
74878,31,0,0,0,0,0,0,0,0
74904,5,31,32,0,0,0,0,0,0
74946,12,31,34,0,0,0,0,0,0
74960,33,0,0,0,0,0,0,0,0
75131,9,31,0,0,0,0,0,0,0
75235,31,0,0,0,0,0,0,0,0
75239,8,31,32,0,0,0,0,0,0
75868,13,0,0,0,0,0,0,0,0
75932,9,32,0,0,0,0,0,0,0
76045,4,33,0,0,0,0,0,0,0
76110,32,0,0,0,0,0,0,0,0
76217,5,0,0,0,0,0,0,0,0
76244,2,9,31,34,0,0,0,0,0
76331,5,32,33,0,0,0,0,0,0
76356,13,14,0,0,0,0,0,0,0
76641,15,32,0,0,0,0,0,0,0
76844,8,10,31,0,0,0,0,0,0
76882,25,31,0,0,0,0,0,0,0
76927,13,14,0,0,0,0,0,0,0
76959,4,8,25,33,0,0,0,0,0
77264,5,32,0,0,0,0,0,0,0
77267,5,0,0,0,0,0,0,0,0
77336,12,31,0,0,0,0,0,0,0
77378,8,0,0,0,0,0,0,0,0
77488,5,31,32,0,0,0,0,0,0
77537,7,13,0,0,0,0,0,0,0
78059,10,13,15,31,0,0,0,0,0
78115,12,16,31,0,0,0,0,0,0
78127,4,33,0,0,0,0,0,0,0
78386,9,0,0,0,0,0,0,0,0
78544,13,14,15,0,0,0,0,0,0
78559,31,0,0,0,0,0,0,0,0
78631,12,0,0,0,0,0,0,0,0
78951,10,33,0,0,0,0,0,0,0
79149,12,25,31,0,0,0,0,0,0
79156,5,33,0,0,0,0,0,0,0
79812,10,33,0,0,0,0,0,0,0
79987,12,15,16,24,0,0,0,0,0
80174,9,0,0,0,0,0,0,0,0
80185,5,8,9,10,12,25,30,31,33
80468,12,25,31,0,0,0,0,0,0
80731,9,0,0,0,0,0,0,0,0
80877,4,12,31,0,0,0,0,0,0
81016,32,33,0,0,0,0,0,0,0
81085,12,25,31,0,0,0,0,0,0
81141,5,13,15,32,0,0,0,0,0
81247,8,9,12,31,32,0,0,0,0
81272,31,0,0,0,0,0,0,0,0
81732,9,31,32,0,0,0,0,0,0
81894,32,33,0,0,0,0,0,0,0
82370,8,9,31,32,0,0,0,0,0
82372,13,15,31,32,0,0,0,0,0
82374,31,0,0,0,0,0,0,0,0
82375,5,7,32,33,0,0,0,0,0
82376,33,0,0,0,0,0,0,0,0
82377,33,0,0,0,0,0,0,0,0
82392,14,33,0,0,0,0,0,0,0
82418,31,0,0,0,0,0,0,0,0
82421,7,0,0,0,0,0,0,0,0
82435,5,0,0,0,0,0,0,0,0
82441,31,0,0,0,0,0,0,0,0
83322,12,0,0,0,0,0,0,0,0
83504,12,15,16,24,32,0,0,0,0
83535,5,9,15,32,33,0,0,0,0
83730,8,31,33,0,0,0,0,0,0
83876,5,0,0,0,0,0,0,0,0
83881,10,0,0,0,0,0,0,0,0
84157,9,0,0,0,0,0,0,0,0
84657,8,31,0,0,0,0,0,0,0
84677,4,25,31,33,0,0,0,0,0
84696,15,31,0,0,0,0,0,0,0
84697,15,31,0,0,0,0,0,0,0
84724,13,15,0,0,0,0,0,0,0
84972,2,31,34,0,0,0,0,0,0
85619,9,31,0,0,0,0,0,0,0
86295,9,12,31,32,0,0,0,0,0
86389,5,0,0,0,0,0,0,0,0
86494,13,15,0,0,0,0,0,0,0
86647,5,33,0,0,0,0,0,0,0
86828,13,31,0,0,0,0,0,0,0
86970,24,33,0,0,0,0,0,0,0
87020,31,33,0,0,0,0,0,0,0
87026,12,13,0,0,0,0,0,0,0
87030,9,32,0,0,0,0,0,0,0
87031,9,31,32,0,0,0,0,0,0
87088,9,0,0,0,0,0,0,0,0
87183,5,0,0,0,0,0,0,0,0
87197,4,5,32,33,0,0,0,0,0
87214,9,31,0,0,0,0,0,0,0
87338,13,0,0,0,0,0,0,0,0
87352,33,0,0,0,0,0,0,0,0
87367,13,15,32,33,0,0,0,0,0
87407,13,0,0,0,0,0,0,0,0
87530,13,15,32,0,0,0,0,0,0
87570,8,10,0,0,0,0,0,0,0
87577,13,31,0,0,0,0,0,0,0
87579,13,31,0,0,0,0,0,0,0
87683,8,31,0,0,0,0,0,0,0
88223,12,15,32,0,0,0,0,0,0
88320,15,0,0,0,0,0,0,0,0
88563,8,31,33,0,0,0,0,0,0
88578,9,33,0,0,0,0,0,0,0
88618,14,33,0,0,0,0,0,0,0
88750,31,0,0,0,0,0,0,0,0
88844,32,0,0,0,0,0,0,0,0
88881,13,31,0,0,0,0,0,0,0
88904,33,0,0,0,0,0,0,0,0
88905,9,35,0,0,0,0,0,0,0
88907,4,33,0,0,0,0,0,0,0
88938,35,0,0,0,0,0,0,0,0
89181,9,15,0,0,0,0,0,0,0
89492,33,0,0,0,0,0,0,0,0
89594,8,12,15,31,32,0,0,0,0
89730,5,0,0,0,0,0,0,0,0
89738,32,35,0,0,0,0,0,0,0
89771,4,25,31,32,33,0,0,0,0
89817,9,33,0,0,0,0,0,0,0
89929,31,0,0,0,0,0,0,0,0
90051,9,15,31,0,0,0,0,0,0
90101,4,0,0,0,0,0,0,0,0
90435,9,32,0,0,0,0,0,0,0
90517,4,33,0,0,0,0,0,0,0
90518,5,33,0,0,0,0,0,0,0
90974,12,31,0,0,0,0,0,0,0
91121,8,14,33,0,0,0,0,0,0
91191,5,32,0,0,0,0,0,0,0
91212,5,12,31,0,0,0,0,0,0
91477,31,32,0,0,0,0,0,0,0
92116,33,0,0,0,0,0,0,0,0
93901,5,10,14,31,0,0,0,0,0
94049,13,31,32,0,0,0,0,0,0
94054,8,9,31,32,0,0,0,0,0
94784,5,31,0,0,0,0,0,0,0
94873,8,0,0,0,0,0,0,0,0
94969,8,24,31,32,0,0,0,0,0
94983,12,13,15,31,32,0,0,0,0
95027,5,12,31,32,0,0,0,0,0
95054,10,0,0,0,0,0,0,0,0
95069,31,34,0,0,0,0,0,0,0
95508,8,31,0,0,0,0,0,0,0
95645,9,31,0,0,0,0,0,0,0
95832,8,31,32,0,0,0,0,0,0
96252,5,8,0,0,0,0,0,0,0
96439,8,31,32,33,0,0,0,0,0
96488,5,33,0,0,0,0,0,0,0
98077,5,10,14,31,0,0,0,0,0
98753,12,13,15,31,32,0,0,0,0
99118,12,0,0,0,0,0,0,0,0
99821,5,31,0,0,0,0,0,0,0
102129,8,31,0,0,0,0,0,0,0
103198,8,10,32,33,0,0,0,0,0
103221,7,9,33,0,0,0,0,0,0
103281,5,0,0,0,0,0,0,0,0
103294,12,31,0,0,0,0,0,0,0
103317,8,24,31,0,0,0,0,0,0
103333,31,33,0,0,0,0,0,0,0
103337,12,15,31,0,0,0,0,0,0
103340,12,0,0,0,0,0,0,0,0
103364,5,0,0,0,0,0,0,0,0
104096,12,15,16,31,32,0,0,0,0
104786,9,31,32,0,0,0,0,0,0
104789,12,15,24,0,0,0,0,0,0
104819,4,11,14,33,0,0,0,0,0
